,actionDetails_generationTime,actionDetails_icon,actionDetails_pageId,actionDetails_pageIdAction,actionDetails_pageTitle,actionDetails_serverTimePretty,actionDetails_siteSearchKeyword,actionDetails_timeSpent,actionDetails_timeSpentPretty,actionDetails_timestamp,actionDetails_type,actionDetails_url,actions,browser,browserCode,browserFamily,browserFamilyDescription,browserIcon,browserName,browserVersion,city,continent,continentCode,country,countryCode,countryFlag,daysSinceFirstVisit,daysSinceLastEcommerceOrder,daysSinceLastVisit,deviceBrand,deviceModel,deviceType,deviceTypeIcon,events,firstActionTimestamp,goalConversions,idSite,idVisit,language,languageCode,lastActionDateTime,lastActionTimestamp,latitude,location,longitude,operatingSystem,operatingSystemCode,operatingSystemIcon,operatingSystemName,operatingSystemVersion,plugins,pluginsIcons,pluginsIcons_pluginIcon,pluginsIcons_pluginName,referrerKeyword,referrerKeywordPosition,referrerName,referrerSearchEngineIcon,referrerSearchEngineUrl,referrerType,referrerTypeName,referrerUrl,region,regionCode,resolution,searches,serverDate,serverDatePretty,serverDatePrettyFirstAction,serverTimePretty,serverTimePrettyFirstAction,serverTimestamp,siteCurrency,siteCurrencySymbol,userId,visitConverted,visitConvertedIcon,visitCount,visitDuration,visitDurationPretty,visitEcommerceStatus,visitEcommerceStatusIcon,visitIp,visitLocalHour,visitLocalTime,visitServerHour,visitorId,visitorType,visitorTypeIcon,City,Country,Domain,Isp,Latitude,Longitude,ip
895,1.18s,,3001479,13,Sure Fit - Category,"Dec 9, 2015 9:56:46 AM",,,,1449655006,action,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sofa&rank=-units_sold&sale=0,1,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Central City,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449673006,0,3,536992,Language code en-us,en-us,2015-12-09 14:56:46,1449673006,37.308998,"Central City, Kentucky, United States",-87.136002,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,www.surefit.net,,nonbranded,,,campaign,Campaigns,http://www.surefit.net/?utm_source=yahoo_gemini&utm_medium=cpc&utm_campaign=nonbranded&sfafid=7941&KS=de809283-d1ee-46f6-9ab2-98b1ae944344,Kentucky,KY,1280x720,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:46 AM,9:56:46 AM,1449673006,USD,$,,0,,1,0,0s,none,,107.3.217.247,8,08:56:47,14,4ceeb2ef5fcbb512,returning,plugins/Live/images/returningVisitor.gif,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,107.3.217.247
896,0.02s,,3001473,267475,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:56:32 AM",,,,1449654992,action,http://www.surefit.net/?sfafid=7941&KS=de809283-d1ee-46f6-9ab2-98b1ae944344,1,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Central City,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672992,0,3,536991,Language code en-us,en-us,2015-12-09 14:56:32,1449672992,37.308998,"Central City, Kentucky, United States",-87.136002,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,www.findsimilar.com,,nonbranded,,,campaign,Campaigns,http://www.findsimilar.com/url/?a=a&t=Sure%20Fit%AE%20%3Cb%3ESofa%3C/b%3E%20%3Cb%3ESlipcovers%3C/b%3E&p=1&v=yads-sponsored&c=1.4&q=sofa+slipcovers&cid=4146&vid=1&sp=yahoo top text ads&test=1&gclid=CL_rvbuEz8kCFZI8gQod3JAGFQ&sn=undefined,Kentucky,KY,1280x720,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:32 AM,9:56:32 AM,1449672992,USD,$,,0,,1,0,0s,none,,107.3.217.247,8,08:56:32,14,4ceeb2ef5fcbb512,new,,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,107.3.217.247
897,2.25s,,3001461,1807,Sure Fit - Tuck-Once Grips,"Dec 9, 2015 9:56:11 AM",,,,1449654971,action,http://www.surefit.net/shop/categories/accessories-tuck-once/tuck-once-grips.cfm,1,Firefox 42.0,FF,Gecko,Gecko (Firefox),plugins/DevicesDetection/images/browsers/FF.gif,Firefox,42.0,Altamonte Springs,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672971,0,3,536990,Language code en-us,en-us,2015-12-09 14:56:11,1449672971,28.665001,"Altamonte Springs, Florida, United States",-81.418999,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Florida,FL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:11 AM,9:56:11 AM,1449672971,USD,$,,0,,1,0,0s,none,,71.52.107.116,9,09:56:15,14,634fc3080a899c75,new,,Naples,United States,embarq.com,Embarq Corporation,26.142040252685547,-81.79480743408203,71.52.107.116
898,2.25s,,3001461,1807,Sure Fit - Tuck-Once Grips,"Dec 9, 2015 9:56:11 AM",,,,1449654971,action,http://www.surefit.net/shop/categories/accessories-tuck-once/tuck-once-grips.cfm,1,Firefox 42.0,FF,Gecko,Gecko (Firefox),plugins/DevicesDetection/images/browsers/FF.gif,Firefox,42.0,Altamonte Springs,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672971,0,3,536990,Language code en-us,en-us,2015-12-09 14:56:11,1449672971,28.665001,"Altamonte Springs, Florida, United States",-81.418999,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Florida,FL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:11 AM,9:56:11 AM,1449672971,USD,$,,0,,1,0,0s,none,,71.52.107.116,9,09:56:15,14,634fc3080a899c75,new,,Naples,United States,embarq.com,Embarq Corporation,26.142040252685547,-81.79480743408203,71.52.107.116
899,0.46s,,3001453,267474,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:56:06 AM",,4,4s,1449654966,action,http://www.surefit.net/?sfafid=1667&KS=d52214e0-31c7-43d9-a6aa-ad2c0f79db1a,2,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Enterprise,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672966,0,3,536988,Language code en-us,en-us,2015-12-09 14:56:10,1449672970,31.308001,"Enterprise, Alabama, United States",-85.880997,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Alabama,AL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:10 AM,9:56:06 AM,1449672970,USD,$,,0,,2,5,5s,none,,184.156.108.8,8,08:56:00,14,e303d891f7cf0645,returning,plugins/Live/images/returningVisitor.gif,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,184.156.108.8
900,0.46s,,3001453,267474,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:56:06 AM",,4,4s,1449654966,action,http://www.surefit.net/?sfafid=1667&KS=d52214e0-31c7-43d9-a6aa-ad2c0f79db1a,2,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Enterprise,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672966,0,3,536988,Language code en-us,en-us,2015-12-09 14:56:10,1449672970,31.308001,"Enterprise, Alabama, United States",-85.880997,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Alabama,AL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:10 AM,9:56:06 AM,1449672970,USD,$,,0,,2,5,5s,none,,184.156.108.8,8,08:56:00,14,e303d891f7cf0645,returning,plugins/Live/images/returningVisitor.gif,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,184.156.108.8
901,0.44s,,3001460,266,Sure Fit - Account Information - Log In,"Dec 9, 2015 9:56:10 AM",,,,1449654970,action,http://www.surefit.net/myaccount/login.cfm,2,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Enterprise,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672966,0,3,536988,Language code en-us,en-us,2015-12-09 14:56:10,1449672970,31.308001,"Enterprise, Alabama, United States",-85.880997,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Alabama,AL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:10 AM,9:56:06 AM,1449672970,USD,$,,0,,2,5,5s,none,,184.156.108.8,8,08:56:00,14,e303d891f7cf0645,returning,plugins/Live/images/returningVisitor.gif,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,184.156.108.8
902,0.44s,,3001460,266,Sure Fit - Account Information - Log In,"Dec 9, 2015 9:56:10 AM",,,,1449654970,action,http://www.surefit.net/myaccount/login.cfm,2,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Enterprise,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,5,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672966,0,3,536988,Language code en-us,en-us,2015-12-09 14:56:10,1449672970,31.308001,"Enterprise, Alabama, United States",-85.880997,Windows 10,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,10,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,Alabama,AL,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:10 AM,9:56:06 AM,1449672970,USD,$,,0,,2,5,5s,none,,184.156.108.8,8,08:56:00,14,e303d891f7cf0645,returning,plugins/Live/images/returningVisitor.gif,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,This is demo DB10 BIN database. You can evaluate IP address from 0.0.0.0 to 99.255.255.255.,0.0,0.0,184.156.108.8
903,0.47s,,3001423,4433,Sure Fit - Stretch Pique Two Seat with Chaise Sectional Covers,"Dec 9, 2015 9:55:12 AM",,43,43s,1449654912,action,http://www.surefit.net/shop/categories/sectionals/stretch-pique-two-seat-with-chaise-sectional.cfm?sku=38954,2,Chrome Mobile iOS 47.0,CI,WebKit,"WebKit (Safari, Chrome)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome Mobile iOS,47.0,Mountain View,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,3,0,0,Apple,iPad,Tablet,plugins/DevicesDetection/images/screens/tablet.png,0,1449672912,0,3,536986,Language code en-us,en-us,2015-12-09 14:55:55,1449672955,37.418999,"Mountain View, California, United States",-122.056999,iOS 9.0,IOS,plugins/DevicesDetection/images/os/IOS.gif,iOS,9.0,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sectional&rank=-units_sold&sale=0,California,CA,1536x2048,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:55 AM,9:55:12 AM,1449672955,USD,$,,0,,4,44,44s,none,,66.249.88.123,9,09:55:12,14,0767cb471b2d1709,returning,plugins/Live/images/returningVisitor.gif,Mountain View,United States,google.com,Google Inc.,37.40599060058594,-122.0785140991211,66.249.88.123
904,0.52s,,3001447,363,Sure Fit - Category,"Dec 9, 2015 9:55:55 AM",,,,1449654955,action,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sectional&rank=-units_sold&sale=0,2,Chrome Mobile iOS 47.0,CI,WebKit,"WebKit (Safari, Chrome)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome Mobile iOS,47.0,Mountain View,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,3,0,0,Apple,iPad,Tablet,plugins/DevicesDetection/images/screens/tablet.png,0,1449672912,0,3,536986,Language code en-us,en-us,2015-12-09 14:55:55,1449672955,37.418999,"Mountain View, California, United States",-122.056999,iOS 9.0,IOS,plugins/DevicesDetection/images/os/IOS.gif,iOS,9.0,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/category/?c=slipcovers&p=1&furniture_type=Sectional&rank=-units_sold&sale=0,California,CA,1536x2048,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:55 AM,9:55:12 AM,1449672955,USD,$,,0,,4,44,44s,none,,66.249.88.123,9,09:55:12,14,0767cb471b2d1709,returning,plugins/Live/images/returningVisitor.gif,Mountain View,United States,google.com,Google Inc.,37.40599060058594,-122.0785140991211,66.249.88.123
905,0.33s,,3001399,267470,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:54:46 AM",,44,44s,1449654886,action,http://www.surefit.net/?sfafid=1667&KS=20fa1998-7c31-a348-6ba6-000003302987,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
906,0.33s,,3001399,267470,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:54:46 AM",,44,44s,1449654886,action,http://www.surefit.net/?sfafid=1667&KS=20fa1998-7c31-a348-6ba6-000003302987,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
907,0.31s,plugins/Morpheus/images/search_ico.png,3001430,,,"Dec 9, 2015 9:55:30 AM",quilts,18,18s,1449654930,search,,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
908,0.31s,plugins/Morpheus/images/search_ico.png,3001430,,,"Dec 9, 2015 9:55:30 AM",quilts,18,18s,1449654930,search,,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
909,0.36s,plugins/Morpheus/images/search_ico.png,3001443,,,"Dec 9, 2015 9:55:48 AM",com forters,,,1449654948,search,,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
910,0.36s,plugins/Morpheus/images/search_ico.png,3001443,,,"Dec 9, 2015 9:55:48 AM",com forters,,,1449654948,search,,3,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,Whitby,North America,amn,Canada,ca,plugins/UserCountry/images/flags/ca.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672886,0,3,536980,Language code en-us,en-us,2015-12-09 14:55:48,1449672948,43.872002,"Whitby, Ontario, Canada",-78.938004,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,"pdf, flash",,plugins/DevicePlugins/images/plugins/flash.gif,flash,,,,,,direct,Direct Entry,,Ontario,ON,1366x768,2,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:48 AM,9:54:46 AM,1449672948,USD,$,,0,,1,63,1 min 3s,none,,99.243.8.43,9,09:54:50,14,bb6783f570544717,new,,Markham,Canada,rogers.com,Rogers Cable Inc. AJAX,43.8668212890625,-79.26629638671875,99.243.8.43
911,,,3001415,139,Sure Fit - Customer Service - Shipping & Delivery,"Dec 9, 2015 9:55:01 AM",,34,34s,1449654901,action,http://www.surefit.net/customerservice/shipping.cfm,2,Mobile Safari 8.0,MF,WebKit,"WebKit (Safari, Chrome)",plugins/DevicesDetection/images/browsers/MF.gif,Mobile Safari,8.0,Cary,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,26,0,0,Apple,iPad,Tablet,plugins/DevicesDetection/images/screens/tablet.png,0,1449672901,0,3,536985,Language code en-us,en-us,2015-12-09 14:55:35,1449672935,42.220001,"Cary, Illinois, United States",-88.234001,iOS 8.3,IOS,plugins/DevicesDetection/images/os/IOS.gif,iOS,8.3,,,,,,,,,,direct,Direct Entry,,Illinois,IL,1536x2048,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:35 AM,9:55:01 AM,1449672935,USD,$,,0,,9,35,35s,none,,75.28.184.92,8,08:55:01,14,2fd07e481f29bfa7,returning,plugins/Live/images/returningVisitor.gif,Cary,United States,att.net,AT&T Internet Services,42.211971282958984,-88.2381362915039,75.28.184.92
912,,,3001434,23,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:55:35 AM",,,,1449654935,action,http://www.surefit.net/,2,Mobile Safari 8.0,MF,WebKit,"WebKit (Safari, Chrome)",plugins/DevicesDetection/images/browsers/MF.gif,Mobile Safari,8.0,Cary,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,26,0,0,Apple,iPad,Tablet,plugins/DevicesDetection/images/screens/tablet.png,0,1449672901,0,3,536985,Language code en-us,en-us,2015-12-09 14:55:35,1449672935,42.220001,"Cary, Illinois, United States",-88.234001,iOS 8.3,IOS,plugins/DevicesDetection/images/os/IOS.gif,iOS,8.3,,,,,,,,,,direct,Direct Entry,,Illinois,IL,1536x2048,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:35 AM,9:55:01 AM,1449672935,USD,$,,0,,9,35,35s,none,,75.28.184.92,8,08:55:01,14,2fd07e481f29bfa7,returning,plugins/Live/images/returningVisitor.gif,Cary,United States,att.net,AT&T Internet Services,42.211971282958984,-88.2381362915039,75.28.184.92
913,0.8s,,3001210,769,Sure Fit - Authentic Denim One Piece Slipcovers,"Dec 9, 2015 9:50:29 AM",,27,27s,1449654629,action,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-one-piece/authentic-denim-one-piece-covers.cfm,5,Chrome 47.0,CH,Blink,"Blink (Chrome, Opera)",plugins/DevicesDetection/images/browsers/CH.gif,Chrome,47.0,East Aurora,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,0,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449672629,0,3,536949,Language code en-us,en-us,2015-12-09 14:55:33,1449672933,42.768002,"East Aurora, New York, United States",-78.580002,Windows 8.1,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,8.1,"pdf, flash",,plugins/DevicePlugins/images/plugins/pdf.gif,pdf,Keyword not defined,,Google,plugins/Referrers/images/searchEngines/google.com.png,http://google.com,search,Search Engines,http://piwik.org/faq/general/#faq_144,New York,NY,1920x1080,0,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:55:33 AM,9:50:29 AM,1449672933,USD,$,,0,,1,305,5 min 5s,none,,69.204.75.54,9,09:50:26,14,d218d6f361990e87,new,,Holland,United States,twcable.com,Time Warner Cable Internet LLC,42.641170501708984,-78.54168701171875,69.204.75.54
