customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
AQUACIDE CO.,10095,95,Voyalight,16,150,200808,201504,3,SOMEWHAT UNLIKELY,120,143,143,90,221,125,175,175,116,282,44,47,23,73,14,1,1,2,0,1,4,0,2,0,2,1,4,4,3,1,0,0,0,3,1,1,1,0,1,5,2,0,1,2,4,1,3,1,0,1,2400,14,18,19,16,24,21,6,21,2,2,0,0,3,0,2,0,2,4,0,2,2,0,0,1,1,3,2,5,2400,69,10350,31,80,0.39,,,,,,,,,,,,,
"AQUAMIRA TECHNOLOGIES, INC.",10096,96,Voyalight,5,150,201110,201110,0,MOST LIKELY,79,94,94,59,145,91,128,128,80,213,9,31,20,62,14,0,1,2,1,1,0,5,0,1,0,0,0,1,2,0,1,2,2,1,0,0,1,0,1,1,1,2,0,5,0,0,2,2,1,0,750,21,28,28,24,20,0,5,20,2,0,1,0,5,0,3,3,2,5,3,0,1,3,5,2,0,0,3,5,750,96,14400,1,0,1,,,,,,,,,,,,,
"AQUASCAPE DESIGNS, INC. D/B/A AQUASCAPE, INC.",10097,97,labfax,18,495,200709,201311,3,SOMEWHAT UNLIKELY,120,143,143,90,221,118,165,103,103,336,32,74,60,33,17,2,3,2,2,1,2,0,1,1,2,1,1,2,1,2,3,2,5,4,1,0,0,5,1,3,1,0,1,0,2,5,0,0,4,0,8910,25,19,0,0,0,0,2,19,1,0,1,1,5,3,2,2,3,2,0,0,0,1,5,3,3,2,0,3,8910,87,43065,36,74,0.49,,,,,,,,,,,,,
AQUASHADE,10098,98,mathstring,13,195,200601,201408,0,MOST LIKELY,55,65,65,41,101,68,96,60,54,200,32,31,29,52,37,0,0,1,0,1,4,1,0,0,3,1,1,2,3,2,0,0,1,0,1,2,0,0,4,3,1,2,2,1,2,1,2,3,0,2,2535,28,12,22,29,27,0,5,27,2,2,2,3,0,0,3,0,1,1,2,3,2,0,1,0,0,3,0,5,2535,82,15990,55,103,0.53,,,,,,,,,,,,,
AQUATROLS,10099,99,zonair,14,125,200810,201507,3,SOMEWHAT UNLIKELY,109,131,131,82,203,121,169,106,108,343,33,27,10,32,33,1,3,5,0,0,3,1,5,3,1,1,2,5,3,1,1,0,1,2,1,2,1,1,1,2,3,1,3,2,1,0,1,4,2,2,1750,15,21,11,16,0,0,4,16,1,3,0,1,3,1,0,1,2,2,0,2,2,0,5,2,3,0,2,3,1750,82,10250,82,81,1.01,,,,,,,,,,,,,
"ARBORSYSTEMS, INC. D/B/A ARBOR SYSTEMS",10100,100,zonair,18,125,200601,201507,3,SOMEWHAT UNLIKELY,99,118,118,74,182,108,151,95,110,292,22,54,20,21,19,0,0,1,1,3,5,4,1,2,1,1,3,1,3,3,1,3,3,5,0,4,1,1,3,1,1,1,1,2,0,1,0,0,1,0,2250,14,12,11,26,11,0,5,11,1,1,3,1,3,3,1,1,1,2,2,3,1,0,5,0,1,3,0,4,2250,100,12500,115,114,1.01,,,,,,,,,,,,,
"ARCH CHEMICALS, INC.",10101,101,labfax,11,495,200601,201404,3,SOMEWHAT UNLIKELY,133,159,159,99,245,134,187,117,142,355,36,13,36,86,16,2,1,2,3,3,1,3,0,0,1,2,4,4,1,1,1,0,2,2,2,5,2,2,1,1,4,1,2,1,3,1,3,1,4,1,5445,14,16,16,0,0,0,3,16,3,0,3,1,2,1,0,0,2,2,3,0,3,3,2,1,0,1,0,1,5445,40,19800,90,99,0.91,,,,,,,,,,,,,
"ARCH TREATMENT TECHNOLOGIES,  INC.",10102,102,openfix,8,295,200709,201505,3,SOMEWHAT UNLIKELY,101,121,121,76,187,103,144,90,118,266,15,38,21,8,30,0,2,1,2,4,3,1,3,2,1,2,4,0,3,2,1,1,1,2,0,0,2,3,1,1,4,1,0,1,5,3,0,1,4,3,2360,18,30,21,13,19,0,5,19,1,3,3,3,4,1,2,1,0,1,0,1,1,3,5,0,0,3,3,1,2360,74,21830,51,92,0.55,,,,,,,,,,,,,
ARCHER MANUFACTURING,10103,103,labfax,14,495,201006,201507,0,MOST LIKELY,51,43,61,38,111,58,81,51,87,130,23,54,33,51,33,2,3,5,1,0,0,1,1,3,0,2,3,2,1,5,5,1,0,4,2,0,5,2,1,2,0,1,2,1,0,0,2,1,0,1,6930,10,12,0,0,0,0,2,12,2,3,1,3,5,0,2,3,0,4,2,0,2,0,1,3,3,2,0,0,6930,78,38610,58,61,0.95,,,,,,,,,,,,,
ARGO CHEMICAL INC.,10104,104,openfix,10,295,200601,201503,0,MOST LIKELY,85,73,102,64,184,97,136,85,90,270,42,58,15,33,32,0,2,3,1,2,1,2,2,0,1,1,1,0,3,2,2,3,5,0,3,0,3,0,4,5,0,1,0,4,2,0,3,4,0,3,2950,30,22,15,19,16,0,5,16,1,1,0,2,1,2,2,2,2,1,1,0,3,1,5,0,0,2,0,3,2950,48,14160,96,110,0.87,,,,,,,,,,,,,
"ARGUSTOLI H.C., LLC",10105,105,labfax,10,495,200901,201201,0,MOST LIKELY,81,70,97,61,178,92,129,81,105,237,42,19,25,36,16,1,5,1,5,1,5,2,0,0,4,2,1,3,2,0,1,5,1,1,0,2,1,2,0,5,2,0,2,1,1,1,2,2,4,2,4950,28,16,24,24,13,17,6,17,1,3,1,1,5,3,3,3,0,1,2,3,1,1,5,3,0,0,3,1,4950,29,14355,12,36,0.33,,,,,,,,,,,,,
ARI,10106,106,openfix,7,295,200707,201111,3,SOMEWHAT UNLIKELY,120,103,144,90,261,122,171,107,100,353,32,55,7,9,24,1,4,2,1,3,1,2,3,0,1,2,3,1,0,3,2,2,2,1,4,0,2,0,2,0,1,1,1,1,5,1,3,1,1,0,2065,11,26,26,20,0,0,4,20,2,2,2,1,4,3,0,0,2,5,1,1,3,0,5,3,2,1,1,5,2065,44,12980,3,52,0.06,,,,,,,,,,,,,
ARIZONA COTTON RESEARCH AND PROTECTION COUNCIL,10107,107,solbam,14,85,200601,201206,0,MOST LIKELY,80,68,96,60,174,83,116,73,75,234,24,39,22,32,12,1,1,1,1,3,1,5,2,1,3,2,3,1,2,0,1,1,4,2,4,1,1,2,3,2,1,1,3,1,2,2,1,3,1,3,1190,26,27,22,15,17,0,5,17,3,3,1,1,4,3,3,0,2,2,2,2,2,3,5,1,1,1,2,2,1190,82,6970,65,77,0.84,,,,,,,,,,,,,
"ARMATRON INTERNATIONAL, INC.",10108,108,apstring,17,90,200908,201507,0,MOST LIKELY,88,76,106,66,194,98,138,86,104,262,21,96,20,28,42,1,2,2,1,5,5,2,2,0,0,0,2,1,1,0,4,4,0,2,2,1,0,1,2,1,3,2,1,1,0,5,3,0,2,1,1530,16,23,25,11,0,0,4,11,1,0,1,3,1,1,3,0,1,0,2,1,0,2,1,3,2,3,0,5,1530,94,8460,72,71,1.01,,,,,,,,,,,,,
"ARMOR ALL/STP PRODUCTS COMPANY, THE",10109,109,Voyalight,16,150,200610,201306,3,SOMEWHAT UNLIKELY,104,89,124,78,227,107,150,94,94,305,14,42,17,35,16,0,1,1,4,1,0,3,2,5,3,2,5,2,0,1,5,0,3,1,1,2,3,2,2,1,1,1,2,3,0,3,0,2,0,1,2400,12,17,0,0,0,0,2,17,0,1,1,3,0,2,2,3,2,4,0,2,2,2,1,0,2,2,0,2,2400,33,4950,32,80,0.4,,,,,,,,,,,,,
ASEPSIS INC,10110,110,solbam,7,85,200910,201309,0,MOST LIKELY,67,57,80,50,148,72,101,63,92,178,30,61,19,45,12,2,5,3,0,2,1,1,0,0,0,0,1,0,0,3,0,4,3,1,1,1,1,0,3,1,1,1,1,0,2,1,1,1,4,2,595,25,12,23,23,0,0,4,23,1,1,3,3,3,1,3,3,0,4,0,0,1,1,0,0,0,3,3,5,595,26,2210,11,47,0.23,,,,,,,,,,,,,
"ASPEN VETERINARY RESOURCES, LTD.",10111,111,openfix,11,295,201108,201502,0,MOST LIKELY,60,52,72,45,132,76,106,67,93,190,46,21,13,63,21,1,3,1,2,3,0,2,1,0,1,0,3,1,4,0,1,2,3,1,4,3,0,1,2,3,0,1,1,5,0,3,2,2,0,3,3245,17,13,23,15,0,0,4,15,3,0,1,3,1,0,3,1,3,4,2,2,1,3,5,2,1,0,2,3,3245,68,20060,19,42,0.45,,,,,,,,,,,,,
ATLANTIC CHEMICAL & EQUIPMENT CO.,10112,112,mathstring,19,195,200601,201507,3,SOMEWHAT UNLIKELY,103,89,124,78,226,109,153,96,119,289,31,27,45,32,39,3,0,1,1,3,0,1,2,0,5,2,1,1,1,4,2,1,1,2,2,3,0,2,1,2,0,0,1,4,3,3,2,0,0,0,3705,21,11,15,29,0,0,4,29,3,0,2,0,4,0,2,0,2,5,3,1,2,1,4,2,0,3,1,1,3705,56,10920,113,114,0.99,,,,,,,,,,,,,
"ATLANTIC MILLS, INC.",10113,113,signtouch,18,395,201001,201106,3,SOMEWHAT UNLIKELY,100,86,120,75,221,110,153,96,95,313,20,91,30,32,10,1,0,1,1,4,1,3,1,0,1,1,1,0,4,2,3,1,0,1,2,4,0,4,2,0,2,1,2,1,2,1,1,0,1,0,7110,16,21,27,22,0,0,4,22,0,1,3,3,5,2,3,2,0,3,3,2,0,3,3,2,0,3,3,0,7110,97,38315,2,17,0.12,,,,,,,,,,,,,
"ATLANTIC-PACIFIC AGRICULTURAL COMPANY, INC.",10114,114,Statip,7,100,201108,201306,3,SOMEWHAT UNLIKELY,112,96,135,84,246,111,156,97,95,319,44,27,41,50,38,3,0,1,0,1,2,1,0,2,2,1,5,4,2,1,1,2,5,0,2,2,5,1,2,4,1,1,2,0,2,2,3,4,1,2,700,27,25,12,13,0,0,4,13,1,0,1,2,5,2,0,1,0,1,0,1,1,1,0,2,0,1,1,1,700,59,5900,17,22,0.77,,,,,,,,,,,,,
ATLAS CHEMICAL CORP,10115,115,mathstring,6,195,200904,201109,0,MOST LIKELY,64,55,77,48,140,79,110,69,93,199,23,24,25,48,32,3,0,1,1,2,2,2,4,1,0,1,1,4,1,4,1,4,2,2,0,3,0,3,3,1,0,1,2,5,0,1,4,1,1,4,1170,13,13,26,0,0,0,3,26,2,0,2,2,2,2,0,3,1,0,3,1,3,3,2,2,2,1,0,0,1170,39,7605,19,29,0.66,,,,,,,,,,,,,
"AUSTRALIAN GOLD, LLC",10116,116,Statip,6,100,200703,201405,0,MOST LIKELY,83,71,99,62,182,94,132,82,103,248,47,32,30,10,10,1,2,1,1,1,0,1,2,3,1,1,1,1,1,1,1,2,1,2,3,1,4,0,1,0,1,0,1,2,1,1,0,1,3,0,600,13,10,26,0,0,0,3,26,0,1,1,1,2,3,1,3,0,0,2,2,1,3,0,3,3,2,3,5,600,48,4800,40,86,0.47,,,,,,,,,,,,,
"AUTO EXPRESSIONS, LLC",10117,117,signtouch,14,395,201005,201206,3,SOMEWHAT UNLIKELY,119,102,142,89,259,119,167,104,116,328,44,55,11,31,58,3,1,3,0,3,1,3,0,1,0,4,1,1,1,3,0,1,1,5,2,4,3,4,1,1,2,5,2,5,4,2,5,1,0,2,5530,16,11,28,11,0,0,4,11,3,0,0,1,4,3,0,2,0,1,3,1,2,3,2,1,1,0,2,0,5530,48,18960,17,25,0.68,,,,,,,,,,,,,
AUTO-CHLOR SYSTEM,10118,118,openfix,7,295,201003,201304,0,MOST LIKELY,73,62,87,55,160,79,111,69,77,218,48,14,8,22,23,1,1,3,2,1,0,5,2,0,0,0,1,1,4,4,3,0,5,3,0,3,2,1,2,1,2,2,3,0,1,4,1,5,2,3,2065,28,20,0,0,0,0,2,20,2,3,2,3,5,3,0,2,0,3,1,1,2,3,2,0,1,1,2,2,2065,24,7080,22,37,0.59,,,,,,,,,,,,,
AVISTA TECHNOLOGIES,10119,119,zonair,9,125,201007,201507,3,SOMEWHAT UNLIKELY,126,108,152,95,277,128,180,112,118,361,18,9,32,31,32,5,1,0,3,1,0,2,0,0,0,2,1,0,5,5,2,2,2,1,2,0,2,0,1,0,0,1,1,1,1,0,0,1,0,1,1125,19,17,26,10,0,0,4,10,3,2,2,1,0,3,1,2,2,4,3,1,3,3,3,2,3,0,1,3,1125,48,6000,61,60,1.02,,,,,,,,,,,,,
AVO TECH INTERNATIONAL INC.,10120,120,solbam,12,85,200911,201507,3,SOMEWHAT UNLIKELY,112,96,135,84,246,112,157,98,103,317,30,47,32,36,11,1,2,1,0,3,3,0,0,4,0,1,3,0,0,5,0,5,2,0,2,2,1,2,0,3,1,2,0,1,2,1,0,2,2,1,1020,11,15,20,15,0,0,4,15,2,2,2,1,3,0,2,0,3,4,0,0,0,3,1,2,0,1,3,4,1020,47,3995,68,68,1,,,,,,,,,,,,,
B'S POOL SUPPLY,10121,121,signtouch,17,395,200610,201507,3,SOMEWHAT UNLIKELY,107,92,129,80,235,106,149,93,98,299,50,41,28,50,34,2,2,3,0,0,5,1,0,3,1,2,2,2,0,1,1,1,0,0,0,3,0,3,2,3,1,1,1,0,2,1,1,2,0,0,6715,25,13,13,18,17,30,6,30,3,3,3,3,0,3,3,2,1,5,3,0,3,1,0,3,3,0,2,0,6715,98,38710,105,105,1,,,,,,,,,,,,,
"B-V ASSOCIATES, INC.",10122,122,zonair,14,125,201102,201507,3,SOMEWHAT UNLIKELY,108,93,130,81,238,118,165,103,123,314,18,19,55,53,34,0,1,3,1,0,5,1,1,2,3,5,2,1,1,1,0,1,0,1,0,3,1,1,1,1,0,5,1,0,0,1,2,0,0,2,1750,11,10,18,0,0,0,3,18,3,2,3,2,0,3,2,2,2,4,3,2,3,3,5,2,2,0,1,3,1750,88,11000,53,53,1,,,,,,,,,,,,,
B2E BIOTECH LLC,10123,123,zonair,12,125,201104,201507,0,MOST LIKELY,84,72,101,63,185,88,123,77,73,254,16,38,33,64,16,1,5,5,0,0,2,3,0,5,3,3,3,4,0,5,0,0,1,2,1,2,1,0,0,5,1,1,1,1,0,5,1,3,2,1,1500,24,17,0,0,0,0,2,17,3,2,1,1,0,0,3,0,3,1,1,3,3,3,4,0,3,0,3,3,1500,82,10250,32,51,0.63,,,,,,,,,,,,,
BACTIBARRIER,10124,124,mathstring,13,195,201110,201110,0,MOST LIKELY,91,78,109,68,199,99,139,87,89,281,28,88,21,48,7,2,0,1,1,5,1,2,1,2,1,3,3,3,0,2,1,1,1,1,1,2,0,5,3,2,0,1,2,2,3,3,1,1,1,1,2535,25,17,20,16,21,27,6,27,0,0,0,0,3,0,3,1,2,1,1,1,0,3,2,2,2,0,1,0,2535,46,8970,1,0,1,,,,,,,,,,,,,
BAKER PETROLITE CORPORATION,10125,125,apstring,13,90,201001,201104,2,SWING,111,95,133,83,243,110,154,96,103,307,36,89,13,24,32,0,1,1,0,0,1,1,2,2,4,3,4,3,1,1,4,1,5,4,3,1,3,1,2,0,4,0,0,0,0,2,0,1,0,1,1170,15,12,19,24,0,0,4,24,0,0,2,3,5,3,1,0,0,2,1,2,0,0,0,3,1,0,0,3,1170,41,3690,9,15,0.6,,,,,,,,,,,,,
BALCHEM CORPORATION,10126,126,solbam,18,85,200905,201202,0,MOST LIKELY,74,63,88,55,162,78,109,68,81,211,41,38,35,18,14,0,2,0,2,0,3,1,2,2,1,1,2,3,1,1,0,1,1,1,0,1,0,2,0,3,0,1,0,2,2,2,0,0,1,2,1530,23,17,0,0,0,0,2,17,0,3,2,2,3,0,1,3,3,4,0,0,3,2,1,2,0,1,2,5,1530,50,4250,22,33,0.67,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,44,5500,100,111,0.9,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,44,5500,100,111,0.9,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,44,5500,100,111,0.9,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,200601,201504,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,44,5500,100,111,0.9,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,70,8750,2,1,2,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,70,8750,2,1,2,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,70,8750,2,1,2,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201109,201110,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,70,8750,2,1,2,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201008,201507,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,100,12500,60,59,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201008,201507,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,100,12500,60,59,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201008,201507,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,100,12500,60,59,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201008,201507,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,100,12500,60,59,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201009,201507,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,74,9250,59,58,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201009,201507,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,74,9250,59,58,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201009,201507,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,74,9250,59,58,1.02,,,,,,,,,,,,,
BASF CORPORATION,10127,127,zonair,17,125,201009,201507,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,2125,21,18,21,0,0,0,3,21,0,3,1,3,3,0,2,1,3,3,0,0,0,2,0,2,2,1,0,5,2125,74,9250,59,58,1.02,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201109,201503,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,88,34760,13,42,0.31,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201109,201503,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,88,34760,13,42,0.31,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201109,201503,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,88,34760,13,42,0.31,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201109,201503,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,88,34760,13,42,0.31,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200902,201507,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,35,13825,78,77,1.01,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200902,201507,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,35,13825,78,77,1.01,,,,,,,,,,,,,
